id,text,explanation,tag
289,"It is impossible for the COVID-19 vaccine to include nanorobots electronically activated by the second shot, and Bill Gates never claimed that the cospiracy is true.","The widespread information about Bill Gates allegedly claiming that the vaccine contains nanorobots and that it can be used to control vaccinated people is a conspiracy. In fact, Gates has never made such a statement. Moreover, according to specialists, this is impossible too.",TRUE
290,"Rio de Janeiro, not Bogota, is the second capital with more ICU beds in America after New York.",Rio de Janeiro is the second capital with more ICU beds in America after New York,TRUE
291,"The rumor that President Jair Bolsonaro deleted all social media photos promoting chloroquine is false, many of the supposedly deleted images are featured on his social media profiles.","Many of the images that were supposedly deleted are featured on his Facebook, Twitter, YouTube and Instagram profiles.",TRUE
292,"World Health Organization did not change COVID-19 testing protocols for political reasons following Joe Biden's inauguration and did not admit that false-positive cases had been inflating the case count, they only reminded labs to follow test instructions.",The WHO's guidance merely reminded labs to follow instructions provided by each test's manufacturer.,TRUE
293,"The images of a young man wearing an old man costume were taken in 2019 when he was trying to rob a bank, not get vaccinated.","The images shown in the post are of a young man who wore an old man costume to rob a bank, in 2019",TRUE
294,"A conspiracy theory audio claiming that an Australian vaccine infected people with HIV, is spreading fake news because the vaccine only generated antibodies against HIV.","The Australian vaccine mentioned in the audio did not infect people with HIV. It did generate antibodies against HIV, which were detected in blood tests. Other claims made in the audio are also false",TRUE
295,"Some of the oxygen that went from Venezuela to Manaus was donated by the Venezuelan government, and some was imported vy White Martins from their plants in Venezuela.",Both things happened. The Venezuelan government donated oxygen from state-owned plants and White Martins imported some more from their plants in Venezuela,TRUE
296,"There is no public record of billionaire Bill Gates, who has been the target of many false allegations, saying the world should be depopulated of billions of people, starting in Africa.","There is no public record of Gates making these remarks. Since the start of the Covid-19 pandemic, the Microsoft founder -- who has poured hundreds of millions of dollars into the fight against the novel coronavirus -- has been the target of many false or misleading allegations, including about forced population control. His foundation has repeatedly refuted these claims, which have also been debunked by AFP Fact Check.",TRUE
297,"Retractable syringes are not used to stage the Covid-19 vaccinations of world leaders, that footage was taken from the video of a movie prop master or shows public figures getting flu vaccines in 2019.",The footage of a retractable syringe has been taken from the TikTok account of a movie prop master. Two of the other clips used in the misleading video actually show public figures getting flu vaccines in 2019.,TRUE
298,"The rumor that a study has shown that long-term use of masks generates microbes that infiltrate the lungs and contribute to advanced-stage lung cancer is false, and the study is not related to masks.",the study is not related to masks,TRUE
299,The image saying that the Health Minister said each dose of the pfizer vaccine cost 100 USD is fake.,The health minister did not said that. The image is false.,TRUE
300,TV presenter Angelica did not grant any radio interview and she will get the vaccine as soon as it is available to the group in which she fits.,"In note, the spokesperson for the presenter informed she did not grant any radio interview and she will get the vaccine as soon as it is available to the group in which she fits.",TRUE
301,The photo claiming to be of Brazilian soccer player Neymar cutting in vaccine line was actually taken during a H1N1 and B=hepatitis B vaccination campaign in 2010.,The photo was taken during a vaccination campaign against H1N1 and hepatitis B viruses in 2010.,TRUE
302,"The rumor that Nusret Gokce was vaccinated in Turkey before his turn is false, he was vaccinated in UAE.","Nusret Gokce was vaccinated in UAE, not in Turkey.",TRUE
303,"Joao Doria, governor of Sao Paulo, never tweeted that children will be vaccinated in schools, from February onwards, because the Coronavac vaccine is not recommended for this age group.",The tweet is false. Children and teenagers are not on any priority group and they will not be vaccinated in school,TRUE
304,"Prof. Dr. Ates Kara did not say that transmission through food is possible, she pointed out the risk of contact with the bread.",Prof. Kara said that the SARS-CoV-2 virus is not transmitted through food. It was the possibility of contact with the bread that Kara pointed out.,TRUE
305,Nurse who was the first vaccinated in Brazil had been part of the placebo group in CoronaVac's clinical trials and had no antibodies before being vaccinated.,"The Butantan Institute, responsible for the vaccine's clinical tests in Brazil, said the nurse was in the group that received the placebo and that her serological examination showed there was an absence of antibodies.",TRUE
306,"The Brazillian Supreme Court did not forbid Bolsonaro to interfere in the isolation measures adopted by states and cities, it only determined that states and municipalities have autonomy in adopting measures to contain the disease and that the federal government cannot act to reverse them. ","Court decisions determined that states and municipalities have autonomy in adopting measures to contain the disease and that the federal government cannot act to reverse them. However, ministers did not exempt the federal government from responsibilities for managing the crisis.",TRUE
307,"The Amazonas government pays a debt of R$ 1.2 million to  White Martins, which denied having interrupted the oxygen supply due to debts. ","Currently, the state pays a debt of R$ 1.2 million to the company, which denied having interrupted the oxygen supply due to debts.",TRUE
308,"Monica Calazans, the first person to be vaccinated against COVID-19 in Brazil, was part of the clinical trials in the group that received a placebo.","She was in the control group, so she received a placebo during the trials",TRUE
309,Ireland's Health Surveillance Protection Center original response is not an admission that COVID-19 or SARS-CoV-2 does not exist.,"The Irish health body's original response is not an admission that COVID-19 does not exist, nor that SARS-CoV-2, the virus behind the disease, was not scientifically isolated.",TRUE
310,The news that 7 US universities claim the virus does not exist is fake.,"There is no link to the results, no virologist named Andrew Wye appears in any scientific publication database, and seven universities are not mentioned in the text.",TRUE
311,A Filipino graphic has been doctored to add the fabricated remarks about the poor.,The purported graphic has been doctored to add the fabricated remarks about the poor.,TRUE
312,"Vaccine toxicity is not a reason to avoid vaccination, they are effective at preventing the spread of contagious diseases and overwhelming evidence proves that they are safe.","Vaccines are considered one of the greatest medical achievements. They have eradicated smallpox and reduced global child mortality and long-lasting disabilities from vaccine-preventable diseases. Besides being effective in preventing the spread of contagious diseases, overwhelming evidence demonstrates that vaccines are also safe and do not increase the risk of developmental, neurological, or autoimmune conditions. Vaccines undergo extensive testing for safety and efficacy before license and are continuously monitored even after approval to identify any safety issue. Therefore, the proven benefits of vaccination far outweigh the potential risks.",TRUE
313,There is no evidence yet that thepfizer vaccine caused the deaths of 23 elderly people.,There is no evidence yet that the vaccine causes the deaths.,TRUE
314,"A German law is only allowing companies and other organizations to have virtual meetings until December 31, 2021.",The law is only allowing companies and other organizations to have virtual annual meetings until the end of 2021.,TRUE
315,"French lab's research shows that COVID-19 is very resilient. 90C water can't kill it, nor the nanoneedle; the virus bounced back immediately once the needle was removed.","The study was published by Hungarian team. Experts say even though the SARS-CoV-2's global appearance stay following the heat treatment, the structure of spike protein was altered and lead to inactivation, hence not infectious",FALSE
316,A video of an allegedly staged vaccination in Israel,The video was deliberately edited to cut out the part in which the patient receives the injection,FALSE
317,"Coronavirus vaccines can modify people's genes and cause sterility in men, according to Argentine doctor Chinda Brandolino",Coronavirus vaccines cannot make us transgenic or alter our DNA,FALSE
318,Washington Post reported that China does not want to use CoronaVac,"The Washington Post newspaper archive does not contain reports that comprove the posts' claims. In October, the vehicle reported that four experimental vaccines produced by three Chinese companies - Sinovac Biotech, Sinopharm and CanSino Biologics - were being used in an emergency regime even during clinical trials. CoronaVac's approval for emergency use in China took place in July 2020 and remains in effect.",FALSE
319,Anvisa declared that CoronaVac manufacturer is out of quality standards,"The agency denied this allegation and, in December, granted the company certification of Good Manufacturing Practices. The document attests to the ability of the production line to meet the quality requirements of medicines.",FALSE
320,Australia ended covid-19 vaccines because of HIV infections,A vaccine in trial was abandoned because of false HIV + among patients and australia will vaccinate,FALSE
321,Lockdown in Ukraine was postponed.,There were no such official announcements. The purpose of this message is to increase the number of followers.,FALSE
322,Video shows Kamala Harris did not really get the vaccine,A syringe with a safety device was used in the vaccine for Kamala Harris. The high-resolution videos show that the needle was still out after vaccination.,FALSE
323,"A website claiming to belong to Pfizer sells alleged COVID-19 vaccines ""to the general public in Mexico.""","No private company in Mexico is authorized to market the COVID vaccine and, so far, its application is in the hands of the health authorities, who follow a vaccination plan.",FALSE
324,"More people died in Brazil in 2019 than in 2020, despite the pandemic",The numbers quoted on this video are false. There was a significant increase in the number of deaths in 2020,FALSE
325,A video of  Covid-19 patients in a Thai field hospital after a coronavirus outbreak in the Thai province of Samut Sakhon in December 2020.,The video shows a Covid-19 quarantine centre for migrants in the Malaysian state of Pahang.,FALSE
326,The number of deaths in the U.S. in 2020 was not greater than that in 2019,"The COVID-19 pandemic led to more deaths in the U.S. than usual in 2020. So far, more than 2.9 million deaths in the U.S. were recorded in 2020, exceeding the total number of deaths in the U.S. in 2019, which is currently estimated at about 2.85 million. It is important to keep in mind that reports of death counts experience a time lag, hence the current death count for 2020 is incomplete and will likely grow as records are completed. The larger number of deaths than usual observed in 2020 is consistent with reports of excess deaths in 2020. Excess death is a measure of how many more deaths occurred over a period of time compared to the same time period in previous years.",FALSE
327,"Hydroxychloroquine, ivermectin, azithromycin, vitamin D and zinc are effective against COVID-19","According to the WHO (World Health Organization), there is still no drug, food or vitamin that has proven to be able to prevent or treat Covid-19.",FALSE
328,The Spanish Islamic community has declared that they will not vaccinate themselves against COVID-19,"The Islamic Commission of Spain has denied this in a statement and has insisted that they have recommended ""following the recommendations of the health authorities""",FALSE
329,"Margaret Keenan, the first U.K. recipient of the Pfizer-BioNTech COVID-19 vaccine outside a clinical trial, wore the same clothes while receiving the second dose of the vaccine as she wore while receiving the first dose.",Photos show Keenan wore different clothes when she received the second dose of the vaccine. Check Your Fact previously debunked the claim that she is a crisis actor.,FALSE
330,Number of deaths in Brazil between March and May 2020 was lower than in the same period of 2019,"According to data consulted on the Civil Registry Transparency Portal, a platform used by the disinformation piece, every month cited in the publication had more death records in 2020 than in 2019.",FALSE
331,India is one of the only five countries in the world which made COVID-19 vaccine,"While it is true that Indian is one of the countries which made the COVID-19 vaccine, many countries (more than five) are part of the development and manufacturing of the various COVID-19 vaccines. As of today, there is no scientific evidence to claim that ""?COVAXIN', the vaccine developed by India-based Bharat Biotech, is the most effective one.",FALSE
332,"In video, Caetano Veloso and other Brazilian artists celebrate New Year's Day agglomerating without masks",The video is from January 2019,FALSE
333,"Vaccination is suspended throughout the city of Rosario, in the province of Santa Fe (Argentina) due to the quantity and severity of adverse reactions presented","Hoax denied by the Ministry of Health of Santa Fe and by the Secretariat of Public Health of Rosario, as well as by professionals from public and private centers in the city.",FALSE
334,A video of a Filipino official beating a man after he violated coronavirus restrictions.,The clip has been doctored to include a Tagalog-language audio track. The original video has circulated in unrelated reports about police violence in Colombia.,FALSE
335,10 children in Vienna were  hospitalized for fungal infections caused by wearing masks.,The AFP verification team found no evidence of children being treated for such infections in the Austrian capital.,FALSE
336,A study shows that COVID-19 vaccines can cause masculine infertility,"Actually, the study refered to in the post suggests COVID-19 itself can cause masculine infertility, not the vaccine",FALSE
337,"Kamala Harris vaccination was staged, because the needle flopped","What flopped was a safety device in the syringe, not the needle itself. That are pictures that show the needle traversing her skin",FALSE
338,"Photos of Renata Vasconcelos, TV journalist, and three actors from Rede Globo allegedly in an agglomeration, not wearing masks",The photo is from 2013,FALSE
339,The mayor of Zwickau (Saxony) made up a story about high pressure on funeral services,"The number of deaths in Zwickau has doubled in December ""? this is no fake news.",FALSE
340,Kamala Harris was vaccinated with a syringe without needle,"There was a needle, as we can see on the photos of the event",FALSE
341,"Argentine Army nurse dies, aged just 29, after receiving the Russian transgenic vaccine","The Argentine Army explains that the young woman died of ""heart failure"" and was not vaccinated against COVID-19",FALSE
342,Kamala Harris vaccination against COVID-19 was staged,"The senator correctly received the first of two doses of Moderna's vaccine on December 29 in Washington, DC. The excerpt highlighted in the video that circulates in the publications shows only the moment when the nurse covers the needle with a protective cap.",FALSE
343,Photo shows TV presenter Maju Coutinho on the beach during New Year,"The photo was taken in May 2019 - before the COVID-19 pandemic. The record of photographer JC Pereira, from AgNews, shows the anchor of Jornal Hoje during a walk on the edge of Rio with her husband",FALSE
344,Video proves that vaccination in Israel was staged,"In fact, the full video shows that Ben-Mubhar is filmed while receiving the vaccine and encourages the population to become immunized against the disease. After immunization, one of the people in the room commented he had forgotten to mention the name of the health unit. The head of the Council then repeats the speech while the nurse touches him with the syringe without a needle, just to register the scene again.",FALSE
345,The new strain of coronavirus was announced by Boris Johnson. Scientists have not made any statement on the issue.,Studies have also confirmed the existence of a new strain of SARS-CoV-2.,FALSE
346,"BIM, the retail chain, sells vaccines",In Turkey only Sinovac vaccine is available for now. Pfizer-BioNTech vaccine will be purchased only from pharmacies. BIM markets also said that there is no and wont be any vaccine on their shelves.,FALSE
347,"A post claims that a 24-year-old nurse died in Zapala, Neuquen province (Argentina), after taking the Russian vaccine","The Argentine Army said that Marcoa Daniela Domconguez was not vaccinated against COVID-19. Her death is, therefore, not related to the vaccine. It happened due to a pulmonary thromboembolism. The Neuquen Ministry of Health also clarified that the deceased did not receive the vaccine and that they have no record of a death in the vaccination campaign. The same is pointed out by the national ministry.",FALSE
348,A message from a woman on Twitter listing adverse effects of the Sputnik V vaccine,"The profile photo belongs to Elisa Carricu in her youth and the ID used belongs to a man. In addition, the image of the alleged effects on the skin dates back to at least 2012. The author of the message acknowledged that it was misinformation and said it was done as part of a ""social experiment.""",FALSE
349,"""A German study involving over 25,000 children reveals that major negative impacts on the physical, psychological, and behavioral health of children [from face masks] may be far more widespread than reported","Cloth face masks are safe for children over the age of two years old to wear, according to the American Academy of Pediatrics. To reduce the spread of COVID-19, it is important for children to practice the same precautionary measures as adults, such as mask-wearing, frequent handwashing, and physical distancing, to limit the spread of COVID-19. While children are generally less likely to develop severe COVID-19 symptoms, some develop serious illnesses following mild cases of COVID-19, which is known as multisystem inflammatory syndrome. Furthermore, children can still transmit the virus to populations that are at risk for severe COVID-19, like the elderly, albeit with a lower probability than adults.",FALSE
350,Coronavirus vaccine contains pig fat,The key vaccines which have been granted approval so far do not contain pig fat in them.,FALSE
351,"A photo of vice-president from Argentina, Cristina Kirchner, being vaccinated without wearing a mask",The photo is from 2013,FALSE
352,"""Hi, I'm Sandra Romero, ID 37263954 I got the Sputnik V vaccine on Tuesday afternoon and on Thursday it produced skin reactions.""","It is a fake account that has acknowledged that his testimony is a ""lie"". Also, the image is old and not related to COVID-19.",FALSE
353,"There is no French lab's research that shows SARS-CoV-2 is very resilient, a Hungarian study showed that the virus is inactivated at that heat, even though its appearance stays the same. ","The study was published by Hungarian team. Experts say even though the SARS-CoV-2's global appearance stay following the heat treatment, the structure of spike protein was altered and lead to inactivation, hence not infectious",TRUE
354,A video of an allegedly staged vaccination in Israel was edited to cut out the part where the patient is vaccinated.,The video was deliberately edited to cut out the part in which the patient receives the injection,TRUE
355,"The rumor that the coronavirus vaccine can modify people's genes and cause sterility in men is false, as it cannot alter our DNA.",Coronavirus vaccines cannot make us transgenic or alter our DNA,TRUE
356,"Washington Post did not report that China refuses to use CoronaVac, it merely reported in October that four other vaccines were used in an emergency regime even during clinical trials, and Corona Vac was approved for use in July 2020.","The Washington Post newspaper archive does not contain reports that comprove the posts' claims. In October, the vehicle reported that four experimental vaccines produced by three Chinese companies - Sinovac Biotech, Sinopharm and CanSino Biologics - were being used in an emergency regime even during clinical trials. CoronaVac's approval for emergency use in China took place in July 2020 and remains in effect.",TRUE
357,"Anvisa denies declaring that the CoronaVac manufacturer is below quality standards, and granted the company certification of Good Manufacturing Practices in December.","The agency denied this allegation and, in December, granted the company certification of Good Manufacturing Practices. The document attests to the ability of the production line to meet the quality requirements of medicines.",TRUE
358,"Australia did not end covid-19 vaccination because of HIV infections, it only abandoned a vaccine in trial.",A vaccine in trial was abandoned because of false HIV + among patients and australia will vaccinate,TRUE
359,There weere no official announcements that lockdown in Ukraine was postponed.,There were no such official announcements. The purpose of this message is to increase the number of followers.,TRUE
360,"The video that shows Kamala Harris did not really get the vaccine is fake, because high-resolution videos show that the needle was still out after vaccination.",A syringe with a safety device was used in the vaccine for Kamala Harris. The high-resolution videos show that the needle was still out after vaccination.,TRUE
361,"The rumor of a website claiming to belong to Pfizer and selling COVID-19 vaccines ""to the general public in Mexico"" is false, as only the state health authorities are authorized to handle vaccines.","No private company in Mexico is authorized to market the COVID vaccine and, so far, its application is in the hands of the health authorities, who follow a vaccination plan.",TRUE
362,"The video claiming that more people died in Brazil in 2019 than in 2020, despite the pandemic, is false and there was a significant increase in deaths in 2020.",The numbers quoted on this video are false. There was a significant increase in the number of deaths in 2020,TRUE
363,"The video rumores to be of  Covid-19 patients in a Thai field hospital after a coronavirus outbreak in the Thai province of Samut Sakhon in December 2020 is actually of a Covid-19 quarantine centre for migrants in Pahang, Malaysia.",The video shows a Covid-19 quarantine centre for migrants in the Malaysian state of Pahang.,TRUE
364,"The claim that the number of deaths in the U.S. in 2020 was not greater than that in 2019 is false, even with the death count lag at the time of this news, there had been more than 2.9 million deaths in the US in 2020 at that time, compared to 2.8 million estimated for all of 2019.","The COVID-19 pandemic led to more deaths in the U.S. than usual in 2020. So far, more than 2.9 million deaths in the U.S. were recorded in 2020, exceeding the total number of deaths in the U.S. in 2019, which is currently estimated at about 2.85 million. It is important to keep in mind that reports of death counts experience a time lag, hence the current death count for 2020 is incomplete and will likely grow as records are completed. The larger number of deaths than usual observed in 2020 is consistent with reports of excess deaths in 2020. Excess death is a measure of how many more deaths occurred over a period of time compared to the same time period in previous years.",TRUE
365,"The claim that hydroxychloroquine, ivermectin, azithromycin, vitamin D and zinc are effective against COVID-19 is not correct, as according to the WHO there is still no drug, food or vitamin that can prevent or treat Covid-19.","According to the WHO (World Health Organization), there is still no drug, food or vitamin that has proven to be able to prevent or treat Covid-19.",TRUE
366,The Islamic Commission of Spain denies that the Spanish Islamic community has declared that they will not vaccinate themselves against COVID-19.,"The Islamic Commission of Spain has denied this in a statement and has insisted that they have recommended ""following the recommendations of the health authorities""",TRUE
367,"Margaret Keenan, the first U.K. recipient of the Pfizer-BioNTech COVID-19 vaccine outside a clinical trial, did not wear the same clothes while receiving both doses.",Photos show Keenan wore different clothes when she received the second dose of the vaccine. Check Your Fact previously debunked the claim that she is a crisis actor.,TRUE
368,"The number of deaths in Brazil between March and May 2020 was not lower than in the same period of 2019, according to the Civil Registry Transparency Portal.","According to data consulted on the Civil Registry Transparency Portal, a platform used by the disinformation piece, every month cited in the publication had more death records in 2020 than in 2019.",TRUE
369,"India is one of the countries that made the COVID-19 vaccine, but more than 5 countries are part of the development and manufacture of various COVID-19 vaccines.","While it is true that Indian is one of the countries which made the COVID-19 vaccine, many countries (more than five) are part of the development and manufacturing of the various COVID-19 vaccines. As of today, there is no scientific evidence to claim that ""?COVAXIN', the vaccine developed by India-based Bharat Biotech, is the most effective one.",TRUE
370,The video of Caetano Veloso and other Brazilian artists celebrating New Year's Day agglomerating without masks during the pandemic was actually filmed in 2019.,The video is from January 2019,TRUE
371,"The Ministry of Health of Santa Fe and the Secretariat of Public Health of Rosario deny that vaccination is suspended in Rosario, Santa Fe (Argentina), due to adverse reactions.","Hoax denied by the Ministry of Health of Santa Fe and by the Secretariat of Public Health of Rosario, as well as by professionals from public and private centers in the city.",TRUE
372,A video of a Filipino official beating a man after he violated coronavirus restrictions was faked by adding Tagalog audio to a video of police violence in Colombia.,The clip has been doctored to include a Tagalog-language audio track. The original video has circulated in unrelated reports about police violence in Colombia.,TRUE
373,The APF found no evidence of children in Vienna being  hospitalized for fungal infections caused by wearing masks.,The AFP verification team found no evidence of children being treated for such infections in the Austrian capital.,TRUE
374,"The claim that the COVID-19 vaccines can cause masculine infertility is false, COVID-19 itself is suspected to cause male infertility.","Actually, the study refered to in the post suggests COVID-19 itself can cause masculine infertility, not the vaccine",TRUE
375,"Kamala Harris vaccination was not staged, the safety device in the syringe flopped, not the needle itself.","What flopped was a safety device in the syringe, not the needle itself. That are pictures that show the needle traversing her skin",TRUE
376,"Photos of Renata Vasconcelos, TV journalist, and three actors from Rede Globo allegedly in an agglomeration, not wearing masks, are from 2013.",The photo is from 2013,TRUE
377,"The mayor of Zwickau (Saxony) told the truth about high pressure on funeral services, as the number of deaths doubled in December.","The number of deaths in Zwickau has doubled in December ""? this is no fake news.",TRUE
378,"Kamala Harris was not vaccinated with a syringe without needle, the needle is visible in photos of the event.","There was a needle, as we can see on the photos of the event",TRUE
379,"The claim that Argentine Army nurse dies, aged just 29, after receiving the Russian transgenic vaccine is false, as the woman was unvaccinated and diead of heart failure.","The Argentine Army explains that the young woman died of ""heart failure"" and was not vaccinated against COVID-19",TRUE
380,"Kamala Harris vaccination against COVID-19 was not staged, the video that is circulating is of the syringe with the needle covered by a protective cap.","The senator correctly received the first of two doses of Moderna's vaccine on December 29 in Washington, DC. The excerpt highlighted in the video that circulates in the publications shows only the moment when the nurse covers the needle with a protective cap.",TRUE
381,"The photo that claims to show TV presenter Maju Coutinho on the beach during New Year, during the pandemic, was actually taken in May 2019.","The photo was taken in May 2019 - before the COVID-19 pandemic. The record of photographer JC Pereira, from AgNews, shows the anchor of Jornal Hoje during a walk on the edge of Rio with her husband",TRUE
382,The video that claims the vaccination in Israel was staged cut out the actual vaccination and shows only the second time Ben-Mubhar repeats his speech and the nurse only touches him with the syringe.,"In fact, the full video shows that Ben-Mubhar is filmed while receiving the vaccine and encourages the population to become immunized against the disease. After immunization, one of the people in the room commented he had forgotten to mention the name of the health unit. The head of the Council then repeats the speech while the nurse touches him with the syringe without a needle, just to register the scene again.",TRUE
383,The new strain of coronavirus was announced by Boris Johnson and scientists have also confirmed the existence of a new strain of SARS-CoV-2.,Studies have also confirmed the existence of a new strain of SARS-CoV-2.,TRUE
384,"BIM, the retail chain, does not sell vaccines and state that they never will.",In Turkey only Sinovac vaccine is available for now. Pfizer-BioNTech vaccine will be purchased only from pharmacies. BIM markets also said that there is no and wont be any vaccine on their shelves.,TRUE
385,"A post claims that a 24-year-old nurse died in Zapala, Neuquen (Argentina), after taking the Russian vaccine, but the truth is that the nurse was not vaccinated and there was no record of deaths because of the vaccine.","The Argentine Army said that Marcoa Daniela Domconguez was not vaccinated against COVID-19. Her death is, therefore, not related to the vaccine. It happened due to a pulmonary thromboembolism. The Neuquen Ministry of Health also clarified that the deceased did not receive the vaccine and that they have no record of a death in the vaccination campaign. The same is pointed out by the national ministry.",TRUE
386,"A message from a woman on Twitter listing adverse effects of the Sputnik V vaccine is faked, the photos belong to Elisa Carricu in her youth and the ID belongs to a man, while the image of the skin effects is from 2012.","The profile photo belongs to Elisa Carricu in her youth and the ID used belongs to a man. In addition, the image of the alleged effects on the skin dates back to at least 2012. The author of the message acknowledged that it was misinformation and said it was done as part of a ""social experiment.""",TRUE
387,"The German study claiming that major negative impact  on the physical, psychological, and behavioral health of children because of face masks may be far more widespread than reported is disregarding the fact that cloth face masks have been proven to be safe for children over 2 years old and they help prevent both the development of rare pediatric multisystem inflammatory syndrome and the spread of COVID-19 to populations at risk.","Cloth face masks are safe for children over the age of two years old to wear, according to the American Academy of Pediatrics. To reduce the spread of COVID-19, it is important for children to practice the same precautionary measures as adults, such as mask-wearing, frequent handwashing, and physical distancing, to limit the spread of COVID-19. While children are generally less likely to develop severe COVID-19 symptoms, some develop serious illnesses following mild cases of COVID-19, which is known as multisystem inflammatory syndrome. Furthermore, children can still transmit the virus to populations that are at risk for severe COVID-19, like the elderly, albeit with a lower probability than adults.",TRUE
388,The key coronavirus vaccines which have been granted approval so far do not contain pig fat in them.,The key vaccines which have been granted approval so far do not contain pig fat in them.,TRUE
389,"A photo of vice-president from Argentina, Cristina Kirchner, being vaccinated without wearing a mask is from 2013, before the pandemic.",The photo is from 2013,TRUE
390,The post about a  woman having skin reactions from the Sputnik V vaccine is fake and the image used is old and unrelated to COVID-19.,"It is a fake account that has acknowledged that his testimony is a ""lie"". Also, the image is old and not related to COVID-19.",TRUE
391,"Araceli, first person vaccinated in Spain, dies 24 hours after receiving the vaccine",The image is a montage that simulates a news item from a Spanish newspaper. The government of Castilla-La Mancha has assured us that she is perfectly well.,FALSE
392,Pfizer's vaccine caused serious reactions in 1% of people who received it in the US,The real number of serious side effects is 0.0009% of people who received the shot,FALSE
393,The document published on the FDA website lists on page 16 a list of possible reactions to the vaccine subject to modifications that cause terror,"The document refers to a changeable draft that the FDA made in October on monitoring the safety and effectiveness of all COVID-19 vaccine candidates, not Pfizer's.",FALSE
394,In Spain more people are probability of falling ill from the vaccine than from Covid-19,"The FDA states that severe adverse reactions such as fatigue, fever, or vomiting occurred in less than or equal to 4.6% of the volunteers in the Pfizer-BioNTech COVID-19 vaccine trials under the age of 55, but ""Serious cases of adversity"" represented less than 1%.",FALSE
395,An outdated graph from the British network BBC on the financing of different vaccines against COVID-19,The graph has already been updated and republished by the BBC,FALSE
396,Pfizer CEO said he will not get COVID-19 vaccine produced by the company,"The text refers to an executive interview with CNN on December 14, when he commented that he had not yet been vaccinated because he would not pass in front of the priority groups, which are made up of health professionals and nursing home residents.",FALSE
397,In Australia the vaccine is causing AIDS in people,"No coronavirus vaccine, approved or experimental, is causing AIDS",FALSE
398,I refuse to be paralyzed.,"When one finds the specific report to which the post refers and which is offered as a reference for the alleged justification of the assertion, one comes to the unequivocal conclusion that the word paralysis is not mentioned even once in the report.",FALSE
399,Nashville nurse developed Bell's palsy after receiving the COVID-19 vaccine,"Multiple credible fact-checking organizations have found that the woman in this youtube video is not actually a nurse. On top of that, the FDA, which has rigorous scientific standards for vaccine research, did not find a definite link between Bell's Palsy and the COVID-19 vaccines.",FALSE
400,Authorities will delay vaccines in Andalusia. They bought millions of syringes that will not work to distribute the COVID-19 vaccine,It is a hoax that the vaccination is going to be delayed. It has already begun.,FALSE
401,"To prevent COVID, for the first three days with symptoms, people should take azithromycin and ivermectin.","The World Health Organization recommends ""not taking any medications, including antibiotics, to prevent or cure COVID-19.""",FALSE
402,"According to the Colombian immunologist Manuel Elkin Patarroyo, the spread of COVID-19 ""is not stopped by anyone. Among other things"," he says that you have to eat """"alkaline (sic)"" foods  that breast milk """"eliminates the virus""; and that antibiotics  aspirin and bicarbonate """"put the virus out of action.""""",FALSE
403,Dr. Fauci lied about masks in March.,"Fauci did say in March 2020, ""there is no reason to be walking around with a mask,"" but to call that lying takes Fauci's words out of context and ignores that researchers did not know at the time that people without symptoms were spreading the virus.",FALSE
404,WHO,WHO did not make any such statement claiming that the COVID-19 cure isn't possible.,FALSE
405,WHO says vaccines are not effective against the disease,"The author of the article chooses a title that confuses disease and contagion, leading to the conclusion that vaccines are ineffective. In the final reports of the two vaccines whose third phase results are announced, it is seen that the vaccines are protective against the disease, COVID-19. Spokesperson Jasarevic pointed out that the measures should continue to be followed in case the transmission continues despite vaccination.",FALSE
406,"A registered nurse in Nashville, Tenn., developed Bell's Palsy after receiving the COVID-19 vaccine.",The Tennessee Department of Health has no record of any licensed nurses who go by the name given in a viral video and there is no evidence of a direct link between the coronavirus vaccine developed by Pfizer and BioNTech and Bell's Palsy.,FALSE
407,A UN document confirms that a pandemic was planned.,"The COVID-19 pandemic was not planned, and this information is not mentioned in any report.",FALSE
408,It is the scene of a recent protest in Paris against coronavirus restrictions.,"The photo shows people celebrating 2018 FIFA World Cup victory of France, it isn't the march against coronavirus.",FALSE
409,Video shows the syringe needle lost during Covid-19 vaccine,The reason why the needle at the tip of the injector disappears after the vaccine in the video is applied is the use of syringes with retractable needles.,FALSE
410,"The Covid pandemic is a plan to depopulate all of humanity on the planet, through a fictional virus, deadly, through bribed media, through bribed governments, with one basic goal ""? to achieve the goal of World War III, and that is the absolute control of every human being on the planet.","The pandemic is fake, there is no deadly virus, the masks were extremely harmful (causing hypoxia and leading to severe damage to the respiratory organs and lungs).. All such misinformation, backed by conspiracy theories, major world-class and trusted media outlets such as the BBC, Reuters, AFP, AER-De, Deutsche Welle, etc., etc., through their fact-checking services have been debunked, and the same has been done by Truthmeter, where the disclosures can be found in the section Fact-checking.",FALSE
411,Six people died due to Pfizer and BioNTech vaccine trials,"Of the 44,000 people participating in the trials, only two of the six people who died were in the vaccine group, and the remaining four were in the placebo group. There is no evidence that the vaccine caused the deaths of two people.",FALSE
412,A U.S. CDC document revelas that the virus behind COVID-19 was not isolated. There is no COVID-19.,"The CDC's website explicitly states that SARS-CoV-2 ""was isolated in the laboratory and is available for research by the scientific and medical community.",FALSE
